title,genre,rating,summary
People We Meet on Vacation,romance,4,"Two best friends. Ten summer trips. One last chance to fall in love.Poppy and Alex. Alex and Poppy. They have nothing in common. Shes a wild child he wears khakis. She has insatiable wanderlust he prefers to stay home with a book. And somehow, ever since a fateful car share home from college many years ago, they are the very best of friends. For most of the year they live far apartshes in New York City, and hes in their small hometownbut every summer, for a decade, they have taken one glorious week of vacation together.Until two years ago, when they ruined everything. They havent spoken since.Poppy has everything she should want, but shes stuck in a rut. When someone asks when she was last truly happy, she knows, without a doubt, it was on that ill-fated, final trip with Alex. And so, she decides to convince her best friend to take one more vacation togetherlay everything on the table, make it all right. Miraculously, he agrees.Now she has a week to fix everything. If only she can get around the one big truth that has always stood quietly in the middle of their seemingly perfect relationship. What could possibly go wrongFrom the New York Times bestselling author of Beach Read, a sparkling new novel that will leave you with the warm, hazy afterglow usually reserved for the best vacations. (less)"
Fifty Shades of Grey,romance,2,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Anas quiet beauty, wit, and independent spirit, Grey admits he wants her, toobut on his own terms. Shocked yet thrilled by Greys singular erotic tastes, Ana hesitates. For all the trappings of successhis multinational businesses, his vast wealth, his loving familyGrey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Greys secrets and explores her own dark desires.Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.This book is intended for mature audiences. (less)"
Me Before You,romance,1,"From the #1 New York Times bestselling author of The Giver of Stars, discover the love story that captured over 20 million hearts in Me Before You, After You, and Still Me.They had nothing in common until love gave them everything to lose . . .Louisa Clark is an ordinary girl living an exceedingly ordinary lifesteady boyfriend, close familywho has barely been farther afield than their tiny village. She takes a badly needed job working for exMaster of the Universe Will Traynor, who is wheelchair bound after an accident. Will has always lived a huge lifebig deals, extreme sports, worldwide traveland now hes pretty sure he cannot live the way he is.Will is acerbic, moody, bossybut Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.A Love Story for this generation and perfect for fans of John Greens The Fault in Our Stars, Me Before You brings to life two people who couldnt have less in commona heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart (less)"
New Moon,romance,1,"There is an alternate cover edition for ISBN13 9780316160193 here.I knew we were both in mortal danger. Still, in that instant, I felt well. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfect - not healed, but as if there had never been a wound in the first place.I FELT LIKE I WAS TRAPPED IN ONE OF THOSE TERRIFYING NIGHTMARES, the one where you have to run, run till your lungs burst, but you can't make your body move fast enough.... But this was no dream, and, unlike the nightmare, I wasn't running for my life I was racing to save something infinitely more precious. My own life meant little to me today.FOR BELLA SWAN THERE IS ONE THING more important than life itself Edward Cullen. But being in love with a vampire is even more dangerous than Bella could ever have imagined. Edward has already rescued Bella from the clutches of one evil vampire, but now, as their daring relationship threatens all that is near and dear to them, they realize their troubles may be just beginning....LEGIONS OF READERS ENTRANCED BY THE New York Times bestseller Twilight are hungry for the continuing story of star-crossed lovers Bell and Edward. In New Moon, Stephanie Meyer delivers another irresistible combination of romance and suspense with a supernatural spin. passionate, riveting, and full of surprising twists and turns, this vampire love saga is well on its way to literary immortality. (less)"
Eleanor & Park,romance,3,"Bono met his wife in high school, Park says.So did Jerry Lee Lewis, Eleanor answers.Im not kidding, he says.You should be, she says, were 16.What about Romeo and JulietShallow, confused, then dead.I love you, Park says.Wherefore art thou, Eleanor answers.Im not kidding, he says.You should be.Set over one school year in 1986, Eleanor  Park is the story of two star-crossed misfits  smart enough to know first love almost never lasts, but brave and desperate enough to try. (less)"
Outlander,romance,2,"The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenachan outlanderin a Scotland torn by war and raiding border clans in the year of Our Lord...1743.Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desireand between two vastly different men in two irreconcilable lives. (less)"
"Take a Hint, Dani Brown",romance,3,"Talia Hibbert returns with another charming romantic comedy about a young woman who agrees to fake date her friend after a video of him rescuing her from their office building goes viral...Danika Brown knows what she wants professional success, academic renown, and an occasional roll in the hay to relieve all that career-driven tension. But romance Been there, done that, burned the T-shirt. Romantic partners, whatever their gender, are a distraction at best and a drain at worst. So Dani asks the universe for the perfect friend-with-benefitssomeone who knows the score and knows their way around the bedroom.When brooding security guard Zafir Ansari rescues Dani from a workplace fire drill gone wrong, its an obvious sign PhD student Dani and ex-rugby player Zaf are destined to sleep together. But before she can explain that fact, a video of the heroic rescue goes viral. Now half the internet is shipping #DrRugbaeand Zaf is begging Dani to play along. Turns out, his sports charity for kids could really use the publicity. Lying to help children Who on earth would refuseDanis plan is simple fake a relationship in public, seduce Zaf behind the scenes. The trouble is, grumpy Zafs secretly a hopeless romanticand hes determined to corrupt Danis stone-cold realism. Before long, hes tackling her fears into the dirt. But the former sports star has issues of his own, and the walls around his heart are as thick as his... um, thighs.Suddenly, the easy lay Dani dreamed of is more complex than her thesis. Has her wish backfired Is her focus being tested Or is the universe just waiting for her to take a hint (less)"
An Offer From a Gentleman,romance,2,"Will she accept his offer before the clock strikes midnightSophie Beckett never dreamed she'd be able to sneak into Lady Bridgerton's famed masquerade ballor that Prince Charming would be waiting there for her! Though the daughter of an earl, Sophie has been relegated to the role of servant by her disdainful stepmother. But now, spinning in the strong arms of the debonair and devastatingly handsome Benedict Bridgerton, she feels like royalty. Alas, she knows all enchantments must end when the clock strikes midnight.Who was that extraordinary woman Ever since that magical night, a radiant vision in silver has blinded Benedict to the attractions of any otherexcept, perhaps this alluring and oddly familiar beauty dressed in housemaid's garb whom he feels compelled to rescue from a most disagreeable situation. He has sworn to find and wed his mystery miss, but this breathtaking maid makes him weak with wanting her. Yet, if he offers his heart, will Benedict sacrifice his only chance for a fairy tale loveAlternate cover for ISBN 0380815583  9780380815586 (less)"
The Night Circus,romance,2,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rves, and it is only open at night.But behind the scenes, a fierce competition is underwaya duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into lovea deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands.True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus performers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead.Written in rich, seductive prose, this spell-casting novel is a feast for the senses and the heart. (less)"
"Everything, Everything",romance,4,"My disease is as rare as it is famous. Its a form of Severe Combined Immunodeficiency, but basically, Im allergic to the world. I dont leave my house, have not left my house in fifteen years. The only people I ever see are my mom and my nurse, Carla.But then one day, a moving truck arrives. New next door neighbors. I look out the window, and I see him. Hes tall, lean and wearing all blackblack t-shirt, black jeans, black sneakers and a black knit cap that covers his hair completely. He catches me looking and stares at me. I stare right back. His name is Olly. I want to learn everything about him, and I do. I learn that he is funny and fierce. I learn that his eyes are Atlantic Ocean-blue and that his vice is stealing silverware. I learn that when I talk to him, my whole world opens up, and I feel myself starting to changestarting to want things. To want out of my bubble. To want everything, everything the world has to offer.Maybe we cant predict the future, but we can predict some things. For example, I am certainly going to fall in love with Olly. Its almost certainly going to be a disaster. (less)"
Hopeless,romance,5,"Sometimes discovering the truth can leave you more hopeless than believing the liesThats what seventeen-year-old Sky realizes after she meets Dean Holder. A guy with a reputation that rivals her own and an uncanny ability to invoke feelings in her shes never had before. He terrifies her and captivates her all in the span of just one encounter, and something about the way he makes her feel sparks buried memories from a past that she wishes could just stay buried.Sky struggles to keep him at a distance knowing hes nothing but trouble, but Holder insists on learning everything about her. After finally caving to his unwavering pursuit, Sky soon finds that Holder isnt at all who hes been claiming to be. When the secrets hes been keeping are finally revealed, every single facet of Skys life will change forever. (less)"
Bared to You,romance,3,"From #1 New York Times bestselling author Sylvia Day comes the provocative masterstroke of abandon and obsession that redefined the meaning of desire and became a global phenomenon...Gideon Cross came into my life like lightning in the darkness. He was beautiful and brilliant, jagged and white-hot. I was drawn to him as I'd never been to anything or anyone in my life. I craved his touch like a drug, even knowing it would weaken me. I was flawed and damaged, and he opened those cracks in me so easily.Gideon knew. He had demons of his own. And we would become the mirrors that reflected each other's most private wounds and desires.The bonds of his love transformed me, even as I prayed that the torment of our pasts didn't tear us apart (less)"
9-Nov,romance,3,"Fallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. Their untimely attraction leads them to spend Fallons last day in L.A. together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same date every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist.Can Bens relationship with Fallonand simultaneously his novelbe considered a love story if it ends in heartbreakBeloved #1 New York Times bestselling author Colleen Hoover returns with an unforgettable love story between a writer and his unexpected muse. (less)"
Love and Other Words,romance,4,"The story of the heart can never be unwritten.Macy Sorensen is settling into an ambitious if emotionally tepid routine work hard as a new pediatrics resident, plan her wedding to an older, financially secure man, keep her head down and heart tucked away.But when she runs into Elliot Petropoulosthe first and only love of her lifethe careful bubble shes constructed begins to dissolve. Once upon a time, Elliot was Macys entire worldgrowing from her gangly bookish friend into the man who coaxed her heart open again after the loss of her mother...only to break it on the very night he declared his love for her.Told in alternating timelines between Then and Now, teenage Elliot and Macy grow from friends to much morespending weekends and lazy summers together in a house outside of San Francisco devouring books, sharing favorite words, and talking through their growing pains and triumphs. As adults, they have become strangers to one another until their chance reunion. Although their memories are obscured by the agony of what happened that night so many years ago, Elliot will come to understand the truth behind Macys decade-long silence, and will have to overcome the past and himself to revive her faith in the possibility of an all-consuming love.Love, loss, friendship, and the betrayals of the past all collide in this first fiction novel from New York Times and #1 international bestselling author Christina Lauren (Autoboyography, Dating You  Hating You). (less)"
P.S. I Still Love You,romance,4,"Lara Jean didnt expect to really fall for Peter.They were just pretending. Until they werent. And now Lara Jean has to learn what it's like to be in a real relationship and not just a make-believe one.But when another boy from her past returns to her life, Lara Jeans feelings for him suddenly return too. Can a girl be in love with two boys at onceIn this charming and heartfelt sequel to the New York Times bestseller To All the Boys I've Loved Before, Lara Jean is about to find out that falling in love is the easy part. (less)"
City of Bones,romance,2,"When fifteen-year-old Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder much less a murder committed by three teenagers covered with strange tattoos and brandishing bizarre weapons. Then the body disappears into thin air. It's hard to call the police when the murderers are invisible to everyone else and when there is nothingnot even a smear of bloodto show that a boy has died. Or was he a boyThis is Clary's first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons. It's also her first encounter with Jace, a Shadowhunter who looks a little like an angel and acts a lot like a jerk. Within twenty-four hours Clary is pulled into Jace's world with a vengeance when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in ordinary mundanes like Clary and her mother And how did Clary suddenly get the Sight The Shadowhunters would like to know... (less)"
The Wall of Winnipeg and Me,romance,1,"Vanessa Mazur knows she's doing the right thing. She shouldn't feel bad for quitting. Being an assistanthousekeeperfairy godmother to the top defensive end in the National Football Organization was always supposed to be temporary. She has plans and none of them include washing extra-large underwear longer than necessary.But when Aiden Graves shows up at her door wanting her to come back, she's beyond shocked.For two years, the man known as The Wall of Winnipeg couldn't find it in him to tell her good morning or congratulate her on her birthday. Now He's asking for the unthinkable.What do you say to the man who is used to getting everything he wants (less)"
Romancing Mister Bridgerton,romance,4,"Everyone knows that Colin Bridgerton is the most charming man in London. Penelope Featherington has secretly adored her best friend's brother for...well, it feels like forever. After half a lifetime of watching Colin Bridgerton from afar, she thinks she knows everything about him, until she stumbles across his deepest secret...and fears she doesn't know him at all.Colin Bridgerton is tired of being thought nothing but an empty-headed charmer, tired of everyone's preoccupation with the notorious gossip columnist Lady Whistledown, who can't seem to publish an edition without mentioning him in the first paragraph. But when Colin returns to London from a trip abroad he discovers nothing in his life is quite the same - especially Penelope Featherington! The girl haunting his dreams. But when he discovers that Penelope has secrets of her own, this elusive bachelor must decide...is she his biggest threat - or his promise of a happy ending (less)"
A Court of Wings and Ruin,romance,1,"The epic third novel in the #1 New York Times bestselling Court of Thorns and Roses series by Sarah J. Maas.Feyre has returned to the Spring Court, determined to gather information on Tamlin's actions and learn what she can about the invading king threatening to bring her land to its knees. But to do so she must play a deadly game of deceit. One slip could bring doom not only for Feyre, but for everything-and everyone-she holds dear.As war bears down upon them all, Feyre endeavors to take her place amongst the High Fae of the land, balancing her struggle to master her powers-both magical and political-and her love for her court and family. Amidst these struggles, Feyre and Rhysand must decide whom to trust amongst the cunning and lethal High Lords, and hunt for allies in unexpected places.In this thrilling third book in the #1 New York Times bestselling series from Sarah J. Maas, the fate of Feyre's world is at stake as armies grapple for power over the one thing that could destroy it. (less)"
The Wedding Date,romance,5,"A groomsman and his last-minute guest are about to discover if a fake date can go the distance in a fun and flirty debut novel.Agreeing to go to a wedding with a guy she gets stuck with in an elevator is something Alexa Monroe wouldn't normally do. But there's something about Drew Nichols that's too hard to resist.On the eve of his ex's wedding festivities, Drew is minus a plus one. Until a power outage strands him with the perfect candidate for a fake girlfriend...After Alexa and Drew have more fun than they ever thought possible, Drew has to fly back to Los Angeles and his job as a pediatric surgeon, and Alexa heads home to Berkeley, where she's the mayor's chief of staff. Too bad they can't stop thinking about the other...They're just two high-powered professionals on a collision course toward the long distance dating disaster of the century--or closing the gap between what they think they need and what they truly want... (less)"
Divergent,romance,5,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtueCandor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really isshe can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really areand where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her. (less)"
The Hunger Games,romance,3,"Could you survive on your own in the wild, with every one out to make sure you don't live to see the morningIn the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead beforeand survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love. (less)"
Shatter Me,romance,1,"I have a curseI have a giftI am a monsterI'm more than humanMy touch is lethalMy touch is powerI am their weaponI will fight backJuliette hasn't touched anyone in exactly 264 days.The last time she did, it was an accident, but The Reestablishment locked her up for murder. No one knows why Juliette's touch is fatal. As long as she doesn't hurt anyone else, no one really cares. The world is too busy crumbling to pieces to pay attention to a 17-year-old girl. Diseases are destroying the population, food is hard to find, birds don't fly anymore, and the clouds are the wrong color.The Reestablishment said their way was the only way to fix things, so they threw Juliette in a cell. Now so many people are dead that the survivors are whispering warand The Reestablishment has changed its mind. Maybe Juliette is more than a tortured soul stuffed into a poisonous body. Maybe she's exactly what they need right now.Juliette has to make a choice Be a weapon. Or be a warrior. (less)"
On Dublin Street,romance,5,"Jocelyn Butler has been hiding from her past for years. But all her secrets are about to be laid bare ...Four years ago, Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. Her solitary life is working well - until she moves into a new apartment on Dublin Street, where she meets a man who shakes her carefully guarded world to its core.Braden Carmichael is used to getting what he wants, and he's determined to get Jocelyn into his bed. Knowing how skittish she is about entering a relationship, Braden proposes an arrangement that will satisfy their intense attraction without any strings attached.But after an intrigued Jocelyn accepts, she realizes that Braden won't be satisfied with just mind-blowing passion. The stubborn Scotsman is intent on truly knowing her . . . down to the very soul. (less)"
Heartstopper: Volume Three,romance,2,"In this volume well see the Heartstopper gang go on a school trip to Paris! Not only are Nick and Charlie navigating a new city, but also telling more people about their relationship AND learning more about the challenges each other are facing in privateMeanwhile Tao and Elle will face their feelings for each other, Tara and Darcy share more about their relationship origin story, and the teachers supervising the trip seem rather close (less)"
Perfect Chemistry,romance,2,"A fresh, urban twist on the classic tale of star-crossed lovers.When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created 'perfect' life is about to unravel before her eyes. She's forced to be lab partners with Alex Fuentes, a gang member from the other side of town, and he is about to threaten everything she's worked so hard for her flawless reputation, her relationship with her boyfriend, and the secret that her home life is anything but perfect.Alex is a bad boy and he knows it. So when he makes a bet with his friends to lure Brittany into his life, he thinks nothing of it. But soon Alex realizes Brittany is a real person with real problems, and suddenly the bet he made in arrogance turns into something much more.In a passionate story about looking beneath the surface, Simone Elkeles breaks through the stereotypes and barriers that threaten to keep Brittany and Alex apart. (less)"
One Day in December,romance,1,"Two people. Ten chances. One unforgettable love story.Laurie is pretty sure love at first sight doesn't exist anywhere but the movies. But then, through a misted-up bus window one snowy December day, she sees a man who she knows instantly is the one. Their eyes meet, there's a moment of pure magic... and then her bus drives away.Certain they're fated to find each other again, Laurie spends a year scanning every bus stop and cafe in London for him. But she doesn't find him, not when it matters anyway. Instead they reunite at a Christmas party, when her best friend Sarah giddily introduces her new boyfriend to Laurie. It's Jack, the man from the bus. It would be.What follows for Laurie, Sarah and Jack is ten years of friendship, heartbreak, missed opportunities, roads not taken, and destinies reconsidered. One Day in December is a joyous, heartwarming and immensely moving love story to escape into and a reminder that fate takes inexplicable turns along the route to happiness.Alternate cover edition of ISBN 9780525574682. (less)"
Catching Fire,romance,1,"Sparks are igniting.Flames are spreading.And the Capitol wants revenge.Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitola rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.In Catching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn. (less)"
Matched,romance,4,"In the Society, officials decide. Who you love. Where you work. When you die.Cassia has always trusted their choices. Its hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the oneuntil she sees another face flash for an instant before the screen fades to black. Now Cassia is faced with impossible choices between Xander and Ky, between the only life shes known and a path no one else has ever dared followbetween perfection and passion.Matched is a story for right now and storytelling with the resonance of a classic. (less)"
Slammed,romance,2,"This is an alternate cover edition for ASIN B008TRUDAS.Following the unexpected death of her father, 18-year-old Layken is forced to be the rock for both her mother and younger brother. Outwardly, she appears resilient and tenacious, but inwardly, she's losing hope.Enter Will Cooper The attractive, 21-year-old new neighbor with an intriguing passion for slam poetry and a unique sense of humor. Within days of their introduction, Will and Layken form an intense emotional connection, leaving Layken with a renewed sense of hope.Not long after an intense, heart-stopping first date, they are slammed to the core when a shocking revelation forces their new relationship to a sudden halt. Daily interactions become impossibly painful as they struggle to find a balance between the feelings that pull them together, and the secret that keeps them apart. (less)"
