title,genre,rating,summary
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,sports,5,"For readers of Laura Hillenbrand's Seabiscuit and Unbroken, the dramatic story of the American rowing team that stunned the world at Hitler's 1936 Berlin Olympics.Daniel James Brown's robust book tells the story of the University of Washington's 1936 eight-oar crew and their epic quest for an Olympic gold medal, a team that transformed the sport and grabbed the attention of millions of Americans. The sons of loggers, shipyard workers, and farmers, the boys defeated elite rivals first from eastern and British universities and finally the German crew rowing for Adolf Hitler in the Olympic games in Berlin, 1936.The emotional heart of the story lies with one rower, Joe Rantz, a teenager without family or prospects, who rows not for glory, but to regain his shattered self-regard and to find a place he can call home. The crew is assembled by an enigmatic coach and mentored by a visionary, eccentric British boat builder, but it is their trust in each other that makes them a victorious team. They remind the country of what can be done when everyone quite literally pulls togethera perfect melding of commitment, determination, and optimism.Drawing on the boys' own diaries and journals, their photos and memories of a once-in-a-lifetime shared dream, The Boys in the Boat is an irresistible story about beating the odds and finding hope in the most desperate of timesthe improbable, intimate story of nine working-class boys from the American west who, in the depths of the Great Depression, showed the world what true grit really meant. It will appeal to readers of Erik Larson, Timothy Egan, James Bradley, and David Halberstam's The Amateurs.(less)"
The Blind Side,sports,4,"When we first meet Michael Oher, he is one of thirteen children by a mother addicted to crack he does not know his real name, his father, his birthday, or how to read or write. He takes up football and school after a rich, white, Evangelical family plucks him from the streets. Then two great forces alter Oher the family's love and the evolution of professional football itself into a game in which the quarterback must be protected at any cost. Our protagonist becomes the priceless package of size, speed, and agility necessary to guard the quarterback's greatest vulnerability his blind side. (less)"
"Friday Night Lights: A Town, a Team, and a Dream",sports,5,"Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bust path of the oil business.In bad times, the unemployment rate barrels out of control in good times, its murder rate skyrockets. But every Friday night from September to December, when the Permian High School Panthers play football, this West Texas town becomes a place where dreams can come true. With frankness and compassion, Bissinger chronicles one of the Panthers' dramatic seasons and shows how single-minded devotion to the team shapes the community and inspires-and sometimes shatters-the teenagers who wear the Panthers' uniforms. Includes Reader's Group Guide inside. Now a major motion picture starring Billy Bob Thorton.(less)"
The Hook Up,sports,1,"The rules no kissing on the mouth, no staying the night, no telling anyone, and above all No falling in loveAnna Jones just wants to finish college and figure out her life. Falling for star quarterback Drew Baylor is certainly not on her to do list. Confident and charming, he lives in the limelight and is way too gorgeous for his own good. If only she could ignore his heated stares and stop thinking about doing hot and dirty things with him. Easy, rightToo bad hes committed to making her break every ruleFootball has been good to Drew. Its given him recognition, two National Championships, and the Heisman. But what he really craves is sexy yet prickly Anna Jones. Her cutting humor and blatant disregard for his fame turns him on like nothing else. But theres one problem she's shut him down. Completely.That is until a chance encounter leads to the hottest sex of their lives, along with the possibility of something great. Unfortunately, Anna wants it to remain a hook up. Now its up to Drew to tempt her with more more sex, more satisfaction, more time with him. Until shes truly hooked. It's a good thing Drew knows all about winning.Alls fair in love and footballGame on (less)"
The Goal,sports,4,"Alternate cover edition for 9781533344342Shes good at achieving her goalsCollege senior Sabrina James has her whole future planned out graduate from college, kick butt in law school, and land a high-paying job at a cutthroat firm. Her path to escaping her shameful past certainly doesnt include a gorgeous hockey player who believes in love at first sight. One night of sizzling heat and surprising tenderness is all shes willing to give John Tucker, but sometimes, one night is all it takes for your entire life to change.But the game just got a whole lot more complicatedTucker believes being a team player is as important as being the star. On the ice, hes fine staying out of the spotlight, but when it comes to becoming a daddy at the age of twenty-two, he refuses to be a bench warmer. It doesnt hurt that the soon-to-be mother of his child is beautiful, whip-smart, and keeps him on his toes. The problem is, Sabrinas heart is locked up tight, and the fiery brunette is too stubborn to accept his help. If he wants a life with the woman of his dreams, hell have to convince her that some goals can only be made with an assist. (less)"
The Baller,sports,4,"From New York Times  USA Today Bestseller, Vi Keeland, comes a sexy new standalone novel.The first time I met Brody Easton was in the men's locker room.It was my first interview as a professional sportscaster.The famed quarterback decided to bare all.And by all, I don't mean he told me any of his secrets.No. The arrogant ass decided to drop his towel, just as I asked the first question. On camera.The Super Bowl MVP quickly adopted a new hobby--screwing with me.When I pushed back, he shifted from wanting to screw with me, to wanting to screw me.But I don't date players.And it's not because I'm one of the few women working in the world of professional football.I'd date an athlete.It's the other kind of player I don't date.You know the type. Good looking, strong, cocky, always looking to get laid.Brody Easton was the ultimate player.Every woman wanted to be the one to change him.But the truth was, all he needed was a girl worth changing for.Turned out, I was that girl.Simple right Let's face it. It never is.There's a story between once upon a time and happily ever after...And this one is ours.Author's note - The Baller is a full-length standalone novel. Due to strong language and sexual content, this book is not intended for readers under the age of 18. (less)"
Open,sports,4,"From Andre Agassi, one of the most beloved athletes in history and one of the most gifted men ever to step onto a tennis court, a beautiful, haunting autobiography.Agassis incredibly rigorous training begins when he is just a child. By the age of thirteen, he is banished to a Florida tennis camp that feels like a prison camp. Lonely, scared, a ninth-grade dropout, he rebels in ways that will soon make him a 1980s icon. He dyes his hair, pierces his ears, dresses like a punk rocker. By the time he turns pro at sixteen, his new look promises to change tennis forever, as does his lightning-fast return.And yet, despite his raw talent, he struggles early on. We feel his confusion as he loses to the worlds best, his greater confusion as he starts to win. After stumbling in three Grand Slam finals, Agassi shocks the world, and himself, by capturing the 1992 Wimbledon. Overnight he becomes a fan favorite and a media target.Agassi brings a near-photographic memory to every pivotal match and every relationship. Never before has the inner game of tennis and the outer game of fame been so precisely limned. Alongside vivid portraits of rivals from several generationsJimmy Connors, Pete Sampras, Roger FedererAgassi gives unstinting accounts of his brief time with Barbra Streisand and his doomed marriage to Brooke Shields. He reveals a shattering loss of confidence. And he recounts his spectacular resurrection, a comeback climaxing with his epic run at the 1999 French Open and his march to become the oldest man ever ranked number one.In clear, taut prose, Agassi evokes his loyal brother, his wise coach, his gentle trainer, all the people who help him regain his balance and find love at last with Stefanie Graf. Inspired by her quiet strength, he fights through crippling pain from a deteriorating spine to remain a dangerous opponent in the twenty-first and final year of his career. Entering his last tournament in 2006, hes hailed for completing a stunning metamorphosis, from nonconformist to elder statesman, from dropout to education advocate. And still hes not done. At a U.S. Open for the ages, he makes a courageous last stand, then delivers one of the most stirring farewells ever heard in a sporting arena.With its breakneck tempo and raw candor, Open will be read and cherished for years. A treat for ardent fans, it will also captivate readers who know nothing about tennis. Like Agassis game, it sets a new standard for grace, style, speed, and power. (less)"
The Crossover,sports,1,"With a bolt of lightning on my kicks . . .The court is SIZZLING. My sweat is DRIZZLING. Stop all that quivering. Cuz tonight I'm delivering, announces dread-locked, 12-year old Josh Bell. He and his twin brother Jordan are awesome on the court. But Josh has more than basketball in his blood, he's got mad beats, too, that tell his family's story in verse, in this fast and furious middle grade novel of family and brotherhood.Josh and Jordan must come to grips with growing up on and off the court to realize breaking the rules comes at a terrible price, as their story's heart-stopping climax proves a game-changer for the entire family. (less)"
The Chase,sports,5,"Everyone says opposites attract. And they must be right, because theres no logical reason why Im so drawn to Colin Fitzgerald. I dont usually go for tattoo-covered, video-gaming, hockey-playing nerd-jocks who think Im flighty and superficial. His narrow view of me is the first strike against him. It doesnt help that hes buddy-buddy with my brother.And that his best friend has a crush on me.And that I just moved in with them.Oh, did I not mention were roommatesI suppose it doesnt matter. Fitzy has made it clear hes not interested in me, even though the sparks between us are liable to burn our house down. Im not the kind of girl who chases after a man, though, and Im not about to start. Ive got my hands full dealing with a new school, a sleazy professor, and an uncertain future. So if my sexy brooding roomie wises up and realizes what hes missingHe knows where to find me. (less)"
Alex,sports,2,"Hockey star Alexander Crossman has a reputation as a cold-hearted player on and off the rink. Pushed into the sport by an alcoholic father, Alex isn't afraid to give fans the proverbial middle finger, relishing his role as the MVP they love to hate. Management, however, isn't so amused. Now Alex has a choice fix his public image through community service or ride the bench. But Alex refuses to be molded into the Carolina Cold Fury poster boy... not even by a tempting redhead with killer curves.As a social worker, Sutton Price is accustomed to difficult people--like Alex, who's been assigned to help her create a drug-abuse awareness program for at-risk youth as part of the team's effort to clean up his image. What she doesn't expect is the arrogant smirk from his perfect lips to stir her most heated fantasies. But Sutton isn't one to cross professional boundaries--and besides, Alex doesn't do relationships... or does he The more she sees behind Alex's bad-boy facade, the more Sutton craves the man she uncovers. (less)"
The Book of Basketball: The NBA According to The Sports Guy,sports,1,"There is only one writer on the planet who possesses enough basketball knowledge and passion to write the definitive book on the NBA. Bill Simmons, the from-the-womb hoops addict known to millions as ESPN.coms Sports Guy, is that writer. And The Book of Basketball is that book.Nowhere in the roundball universe will you find another single volume that covers as much in such depth as this wildly opinionated and thoroughly entertaining look at the past, present, and future of pro basketball.From the age-old question of who actually won the rivalry between Bill Russell and Wilt Chamberlain to the one about which team was truly the best of all time, Simmons opensand then closes, once and for allevery major pro basketball debate. Then he takes it further by completely reevaluating not only how NBA Hall of Fame inductees should be chosen but how the institution must be reshaped from the ground up, the result being the Pyramid Simmonss one-of-a-kind, five-level shrine to the ninety-six greatest players in the history of pro basketball. And ultimately he takes fans to the heart of it all, as he uses a conversation with one NBA great to uncover that coveted thing The Secret of Basketball.Comprehensive, authoritative, controversial, hilarious, and impossible to put down (even for Celtic-haters), The Book of Basketball offers every hardwood fan a courtside seat beside the games finest, funniest, and fiercest chronicler. More to the point, hes the only one crazy enough to try to pull it off.(less)"
Ball Four,sports,5,"Twentieth-anniversary edition of a baseball classic, with a new epilogue by Jim Bouton.When first published in 1970, Ball Four stunned the sports world. The commissioner, executives, and players were shocked. Sportswriters called author Jim Bouton a traitor and social leper. Baseball commissioner Bowie Kuhn tried to force him to declare the book untrue. Fans, however, loved the book. And serious critics called it an important social document. Today, Jim Bouton is still not invited to Oldtimer's Days at Yankee Stadium. But his landmark book is still being read by people who don't ordinarily follow baseball. (less)"
The Friend Zone,sports,5,"Gray doesnt make friends with women. He has sex with them. Until Ivy.The last thing star tight-end Gray Grayson wants to do is drive his agents daughters bubblegum pink car. But he needs the wheels and shes studying abroad. Something he explains when she sends him an irate text to let him know exactly how much pain shell put him in if he crashes her beloved ride. Before he knows it, Ivy Mackenzie has become his best texting bud. But then Ivy comes home and everything goes haywire. Because the only thing Gray can think of is being with Ivy.Ivy doesnt have sex with friends. Especially not with a certain football player. No matter how hot he makes herGray drives Ivy crazy. Hes irreverent, sex on a stick, and completely off limits. Because, Ivy has one golden rule never get involved with one of her fathers clients. A rule thats proving harder to keep now that Gray is doing his best to seduce her. Her best friend is fast becoming the most irresistible guy shes ever met.Which means Gray is going to have to use all his skills to get himself out of the friend zone and into Ivys heart. Game on (less)"
The Perfect Play,sports,2,"Football pro Mick Riley is an all-star, both on the field and in the bedroom. But a sexy, determinedly single mom just might be the one to throw him off his game...For years Mick has been taking full advantage of the life available to a pro athlete fame, fortune, and a different girl in every city. But when he meets and beds confident, beautiful event planner Tara Lincoln, he wants much more than the typical one-night stand. Too bad Tara's not interested in getting to know football's most notorious playboy any better.As the single mother of a teenage son, the last thing Tara needs is the jet-set lifestyle of Mick Riley even though their steamy and passionate one-night stand was unforgettable. Tara's life is complicated enough without being thrust into the spotlight as Mick's latest girl du jour. Tara played the game of love once and lost big, and she doesn't intend to put herself out there again, especially with a heartbreaker like Mick.But when Mick sets his mind to win, nothing will stop him. And he has the perfect play in mind. (less)"
The Risk,sports,2,"A sexy standalone novel from New York Times and international bestselling author Elle Kennedy. THE RISK takes you back to the world of hot hockey players, feisty heroines, bro banter, and steamy scenes...Everyone says Im a bad girl. Theyre only partly rightI dont let fear rule me, and I certainly dont care what people think. But I draw the line at sleeping with the enemy. As the daughter of Briars head hockey coach, Id be vilified if I hooked up with a player from a rival team.And thats who Jake Connelly is. Harvards star forward is arrogant, annoying, and too attractive for his own good. But fate is cruelI require his help to secure a much-coveted internship, and the sexy jerk isnt making it easy for me.I need Connelly to be my fake boyfriend.For every fake datehe wants a real one.Which means this bad girl is in big trouble. Nothing good can come from sneaking around with Jake Connelly. My father would kill me, my friends will revolt, and my post-college career is on the line. But while its getting harder and harder to resist Jakes oozing sex appeal and cocky grin, I refuse to fall for him.Thats the one risk Im not willing to take. (less)"
The Game Plan,sports,4,"A beard-related dare and one hot-as-hell kiss changes everything.NFL center Ethan Dexters focus has always been on playing football and little else. Except when it comes to one particular woman. The lovely Fiona Mackenzie might not care about his fame, but shes also never looked at him as anything more than one of her brother-in-laws best friend. That ends now.Fi doesnt know what to make of Dex. The bearded, tattooed, mountain of man-muscle looks more like a biker than a football player. Rumor has it hes a virgin, but she finds that hard to believe. Because from the moment he decides to turn his quiet intensity on her shes left weak at the knees and aching to see his famous control fully unleashed.Dex is looking for a forever girl, but they live vastly different lives in separate cities. Fi ought to guard her heart and walk away. But Dex has upped his game and is using all his considerable charm to convince Fi he's her forever man.Game On (less)"
Beartown,sports,5,"The #1 New York Times bestselling author of A Man Called Ove returns with a dazzling, profound novel about a small town with a big dreamand the price required to make it come true.People say Beartown is finished. A tiny community nestled deep in the forest, it is slowly losing ground to the ever encroaching trees. But down by the lake stands an old ice rink, built generations ago by the working men who founded this town. And in that ice rink is the reason people in Beartown believe tomorrow will be better than today. Their junior ice hockey team is about to compete in the national semi-finals, and they actually have a shot at winning. All the hopes and dreams of this place now rest on the shoulders of a handful of teenage boys.Being responsible for the hopes of an entire town is a heavy burden, and the semi-final match is the catalyst for a violent act that will leave a young girl traumatized and a town in turmoil. Accusations are made and, like ripples on a pond, they travel through all of Beartown, leaving no resident unaffected.Beartown explores the hopes that bring a small community together, the secrets that tear it apart, and the courage it takes for an individual to go against the grain. In this story of a small forest town, Fredrik Backman has found the entire world. (less)"
Us,sports,2,"Can your favorite hockey players finish their first season together undefeatedFive months in, NHL forward Ryan Wesley is having a record-breaking rookie season. Hes living his dream of playing pro hockey and coming home every night to the man he lovesJamie Canning, his longtime best friend turned boyfriend. Theres just one problem the most important relationship of his life is one he needs to keep hidden, or else face a media storm that will eclipse his success on the ice.Jamie loves Wes. He really, truly does. But hiding sucks. Its not the life Jamie envisioned for himself, and the strain of keeping their secret is taking its toll. It doesnt help that his new job isnt going as smoothly as hed hoped, but he knows he can power through it as long as he has Wes. At least apartment 10B is their retreat, where they can always be themselves.Or can theyWhen Wess nosiest teammate moves in upstairs, the threads of their carefully woven lie begin to unravel. With the outside world determined to take its best shot at them, can Wes and Jamie develop major-league relationship skills on the flyWarning contains sexual situations, a vibrating chair, long-distance sexytimes and proof that hockey players look hot in any shade of green. (less)"
Ghost,sports,4,"Running. That's all that Ghost (real name Castle Cranshaw) has ever known. But never for a track team. Nope, his game has always been ball. But when Ghost impulsively challenges an elite sprinter to a raceand winsthe Olympic medalist track coach sees he has something crazy natural talent. Thing is, Ghost has something else a lot of anger, and a past that he is trying to outrun. Can Ghost harness his raw talent for speed and meld with the team, or will his past finally catch up to him (less)"
The Art of Fielding,sports,5,"At Westish College, a small school on the shore of Lake Michigan, baseball star Henry Skrimshander seems destined for big league stardom. But when a routine throw goes disastrously off course, the fates of five people are upended.Henry's fight against self-doubt threatens to ruin his future. College president Guert Affenlight, a longtime bachelor, has fallen unexpectedly and helplessly in love. Owen Dunne, Henry's gay roommate and teammate, becomes caught up in a dangerous affair. Mike Schwartz, the Harpooners' team captain and Henry's best friend, realizes he has guided Henry's career at the expense of his own. And Pella Affenlight, Guert's daughter, returns to Westish after escaping an ill-fated marriage, determined to start a new life.As the season counts down to its climactic final game, these five are forced to confront their deepest hopes, anxieties, and secrets. In the process they forge new bonds, and help one another find their true paths. Written with boundless intelligence and filled with the tenderness of youth, The Art of Fielding is an expansive, warmhearted novel about ambition and its limits, about family and friendship and love, and about commitment - to oneself and to others. (less)"
The Foxhole Court,sports,3,"Neil Josten is the newest addition to the Palmetto State University Exy team. He's short, he's fast, he's got a ton of potentialand he's the runaway son of the murderous crime lord known as The Butcher.Signing a contract with the PSU Foxes is the last thing a guy like Neil should do. The team is high profile and he doesn't need sports crews broadcasting pictures of his face around the nation. His lies will hold up only so long under this kind of scrutiny and the truth will get him killed.But Neil's not the only one with secrets on the team. One of Neil's new teammates is a friend from his old life, and Neil can't walk away from him a second time. Neil has survived the last eight years by running. Maybe he's finally found someone and something worth fighting for. (less)"
It Had to Be You,sports,1,"What if a woman who knows nothing about sports inherits a professional football team The Windy City definitely isn't ready for Phoebe Somerville, the outrageous York knockout whos taking over their home town team. And Phoebe is definitely not prepared for the Stars' head coach Dan Calebow, a sexist jock taskmaster with a one-track mind. This is the book that began it all. The Chicago Stars are about to take the field... and theyre not the only ones playing for keeps. (less)"
Seabiscuit: An American Legend,sports,5,"There's an alternate cover edition hereSeabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuits fortunesCharles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon.Author Laura Hillenbrand brilliantly re-creates a universal underdog story, one that proves life is a horse race.From the Hardcover edition. (less)"
Scoring Wilder,sports,3,"What started out as a joke seduce Coach Wildersoon became a goal she had to score.With Olympic tryouts on the horizon, the last thing nineteen-year-old Kinsley Bryant needs to add to her plate is Liam Wilder. He's a professional soccer player, America's favorite bad-boy, and has all the qualities of a skilled panty-dropper. A face that makes girls weep  check. Abs that can shred Parmesan cheese (the expensive kind)  check. Enough confidence to shift the earths gravitational pull  double check.Not to mention Liam is strictly off limits . Forbidden. Her coaches have made that perfectly clear. (i.e. Score with Coach Wilder anywhere other than the field and youll be cut from the team faster than you can count his tattoos.) But that just makes him all the more enticingBesides, Kinsley's already counted the visible ones, and she is not one to leave a project unfinished.Kinsley tries to play the game her way as they navigate through forbidden territory, but Liam is determined to teach her a whole new definition for the term team bonding.A fun  sexy New Adult Romance (age 17+) (less)"
Taking Shots,sports,3,"Elli Fisher has never thought she was good enough, let it be her job, her weight, her love life, nothing. That is until she meets Shea Adler. After doing a promotional shoot for the NHL team, the Assassins, she meets the hunky hockey player who shoots a puck, shattering her world.Shea Adler was tired of the life he was living outside of the rink. The girls, the money blowing, the drinking, everything had to stop and it all did when he met Eleanor Fisher. He had never met anyone like her. She was feisty, witty, shy, and simply gorgeous. When he laid eyes on her, it was as if he was taking the hardest hit of his life into the boards, and he had to have her. Elli is a little skeptical of Shea, but he knows that they were meant to be together, and he needed her in his life.Can Elli throw her insecurities out the window and love Shea with everything inside of her, or will she let a past relationship, and her family ruin any chance of her being happy. (less)"
Enemies,sports,1,"Stone Reeves was my neighbor, and I've hated him since sixth grade.Gorgeous and charismatic, he became the town's football god, while I became the town's invisible girl.He went to a Division 1 school for football, while my father was fired by his father.His team won the National Championship, while my mother died the same day.He was a first round pick for the NFL ...... while I made the worst decision of my life.Now I'm in Texas trying to pick up the pieces of my life.But, Stone is here.Stone is everywhere.It doesn't matter that disaster has struck my life again.It doesn't matter that he's the one trying to console me.It doesn't matter that he's the nation's newest football obsession.Because for me, he always has been and always will be my enemy. Enemies is a 100k enemies-to-lovers football romance standalone! (less)"
