title,genre,rating,summary
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,travel,3,"After living in Britain for two decades, Bill Bryson recently moved back to the United States with his English wife and four children (he had read somewhere that nearly 3 million Americans believed they had been abducted by aliens--as he later put it, it was clear my people needed me). They were greeted by a new and improved America that boasts microwave pancakes, twenty-four-hour dental-floss hotlines, and the staunch conviction that ice is not a luxury item.Delivering the brilliant comic musings that are a Bryson hallmark, I'm a Stranger Here Myself recounts his sometimes disconcerting reunion with the land of his birth. The result is a book filled with hysterical scenes of one man's attempt to reacquaint himself with his own country, but it is also an extended if at times bemused love letter to the homeland he has returned to after twenty years away."
A Year in Provence,travel,4,"In this witty and warm-hearted account, Peter Mayle tells what it is like to realize a long-cherished dream and actually move into a 200-year-old stone farmhouse in the remote country of the Lubron with his wife and two large dogs. He endures January's frosty mistral as it comes howling down the Rhne Valley, discovers the secrets of goat racing through the middle of town, and delights in the glorious regional cuisine. A Year in Provence transports us into all the earthy pleasures of Provenal life and lets us live vicariously at a tempo governed by seasons, not by days."
Under the Tuscan Sun,travel,5,"An enchanting and lyrical look at the life, the traditions, and the cuisine of Tuscany, in the spirit of Peter Mayle's A Year in Provence.Frances Mayes entered a wondrous new world when she began restoring an abandoned villa in the spectacular Tuscan countryside. There were unexpected treasures at every turn faded frescos beneath the whitewash in her dining room, a vineyard under wildly overgrown brambles in the garden, and, in the nearby hill towns, vibrant markets and delightful people. In Under the Tuscan Sun, she brings the lyrical voice of a poet, the eye of a seasoned traveler, and the discerning palate of a cook and food writer to invite readers to explore the pleasures of Italian life and to feast at her table."
On the Road,travel,3,"A quintessential novel of America  the Beat Generation On the Road chronicles Jack Kerouac's years traveling the N. American continent with his friend Neal Cassady, a sideburned hero of the snowy West. As Sal Paradise  Dean Moriarty, the two roam the country in a quest for self-knowledge  experience. Kerouac's love of America, compassion for humanity  sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom  longing defined what it meant to be Beat  has inspired every generation since its initial publication."
The Great Railway Bazaar,travel,4,"First published in 1975, Paul Theroux's strange, unique, and hugely entertaining railway odyssey has become a modern classic of travel literature. Here Theroux recounts his early adventures on an unusual grand continental tour. Asia's fabled trains -- the Orient Express, the Khyber Pass Local, the Frontier Mail, the Golden Arrow to Kuala Lumpur, the Mandalay Express, the Trans-Siberian Express -- are the stars of a journey that takes him on a loop eastbound from London's Victoria Station to Tokyo Central, then back from Japan on the Trans-Siberian. Brimming with Theroux's signature humor and wry keen observations, this engrossing chronicle is essential reading for both the ardent adventurer and the armchair traveler."
The Road to Little Dribbling: Adventures of an American in Britain,travel,3,"The hilarious and loving sequel to a hilarious and loving classic of travel writing Notes from a Small Island, Bill Brysons valentine to his adopted country of EnglandIn 1995 Bill Bryson got into his car and took a weeks-long farewell motoring trip about England before moving his family back to the United States. The book about that trip, Notes from a Small Island, is uproarious and endlessly endearing, one of the most acute and affectionate portrayals of England in all its glorious eccentricity ever written. Two decades later, he set out again to rediscover that country, and the result is The Road to Little Dribbling. Nothing is funnier than Bill Bryson on the roadprepare for the total joy and multiple episodes of unseemly laughter."
"1,000 Places to See Before You Die",travel,5,"Around the World, continent by continent, here is the best the world has to offer 1,000 places guaranteed to give travelers the shivers. Sacred ruins, grand hotels, wildlife preserves, hilltop villages, snack shacks, castles, festivals, reefs, restaurants, cathedrals, hidden islands, opera houses, museums, and more. Each entry tells exactly why it's essential to visit. Then come the nuts and bolts addresses, websites, phone and fax numbers, best times to visit. Stop dreaming and get going.This hefty volume reminds vacationers that hot tourist spots are small percentage of what's worth seeing out there. A quick sampling Venice's Cipriani Hotel California's Monterey Peninsula the Lewis and Clark Trail in Oregon the Great Wall of China Robert Louis Stevenson's home in Western Samoa and the Alhambra in Andalusia, Spain. Veteran travel guide writer Schultz divides the book geographically, presenting a little less than a page on each location. Each entry lists exactly where to find the spot (e.g. Moorea is located 12 miles19 km northwest of Tahiti 10 minutes by air, 1 hour by boat) and when to go (e.g., if you want to check out The Complete Fly Fisher hotel in Montana, May and Sept.-Oct. offer productive angling in a solitary setting). This is an excellent resource for the intrepid traveler.Copyright 2003 Reed Business Information, Inc."
The Art of Travel,travel,2,"Any Baedeker will tell us where we ought to travel, but only Alain de Botton will tell us how and why. With the same intelligence and insouciant charm he brought to How Proust Can Save Your Life, de Botton considers the pleasures of anticipation the allure of the exotic, and the value of noticing everything from a seascape in Barbados to the takeoffs at Heathrow.Even as de Botton takes the reader along on his own peregrinations, he also cites such distinguished fellow-travelers as Baudelaire, Wordsworth, Van Gogh, the biologist Alexander von Humboldt, and the 18th-century eccentric Xavier de Maistre, who catalogued the wonders of his bedroom. The Art of Travel is a wise and utterly original book. Dont leave home without it."
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,travel,1,"Weiner spent a decade as a foreign correspondent reporting from such discontented locales as Iraq, Afghanistan, and Indonesia. Unhappy people living in profoundly unstable states, he notes, inspire pathos and make for good copy, but not for good karma. So Weiner, admitted grump and self-help book aficionado, undertook a year's research to travel the globe, looking for the unheralded happy places. The result is this book, equal parts laugh-out-loud funny and philosophical, a journey into both the definition of and the destination for true contentment.Apparently, the happiest places on earth include, somewhat unexpectedly, Iceland, Bhutan, and India. Weiner also visits the country deemed most malcontent, Moldova, and finds real merit in the claim.But the question remains What makes people happy Is it the freedom of the West or the myriad restrictions of Singapore The simple ashrams of India or the glittering shopping malls of QatarFrom the youthful drunkenness of Iceland to the despond of Slough, a sad but resilient town in Heathrow's flight path, Weiner offers wry yet profound observations about the way people relate to circumstance and fate.Both revealing and inspirational, perhaps the best thing about this hilarious trip across four continents is that for the reader, the geography of bliss is wherever they happen to find themselves while reading it."
Into Thin Air: A Personal Account of the Mount Everest Disaster,travel,5,"When Jon Krakauer reached the summit of Mt. Everest in the early afternoon of May 10, 1996, he hadn't slept in fifty-seven hours and was reeling from the brain-altering effects of oxygen depletion. As he turned to begin his long, dangerous descent from 29,028 feet, twenty other climbers were still pushing doggedly toward the top. No one had noticed that the sky had begun to fill with clouds. Six hours later and 3,000 feet lower, in 70-knot winds and blinding snow, Krakauer collapsed in his tent, freezing, hallucinating from exhaustion and hypoxia, but safe. The following morning, he learned that six of his fellow climbers hadn't made it back to their camp and were desperately struggling for their lives. When the storm finally passed, five of them would be dead, and the sixth so horribly frostbitten that his right hand would have to be amputated.Into Thin Air is the definitive account of the deadliest season in the history of Everest by the acclaimed journalist and author of the bestseller Into the Wild. On assignment for Outside Magazine to report on the growing commercialization of the mountain, Krakauer, an accomplished climber, went to the Himalayas as a client of Rob Hall, the most respected high-altitude guide in the world. A rangy, thirty-five-year-old New Zealander, Hall had summited Everest four times between 1990 and 1995 and had led thirty-nine climbers to the top. Ascending the mountain in close proximity to Hall's team was a guided expedition led by Scott Fischer, a forty-year-old American with legendary strength and drive who had climbed the peak without supplemental oxygen in 1994. But neither Hall nor Fischer survived the rogue storm that struck in May 1996.Krakauer examines what it is about Everest that has compelled so many people -- including himself -- to throw caution to the wind, ignore the concerns of loved ones, and willingly subject themselves to such risk, hardship, and expense. Written with emotional clarity and supported by his unimpeachable reporting, Krakauer's eyewitness account of what happened on the roof of the world is a singular achievement."
In Patagonia,travel,1,"An exhilarating look at a place that still retains the exotic mystery of a far-off, unseen land, Bruce Chatwins exquisite account of his journey through Patagonia teems with evocative descriptions, remarkable bits of history, and unforgettable anecdotes. Fueled by an unmistakable lust for life and adventure and a singular gift for storytelling, Chatwin treks through the uttermost part of the earth that stretch of land at the southern tip of South America, where bandits were once made welcomein search of almost forgotten legends, the descendants of Welsh immigrants, and the log cabin built by Butch Cassidy. An instant classic upon its publication in 1977, In Patagonia is a masterpiece that has cast a long shadow upon the literary world."
Blue Highways,travel,4,"Hailed as a masterpiece of American travel writing, Blue Highways is an unforgettable journey along our nation's backroads.William Least Heat-Moon set out with little more than the need to put home behind him and a sense of curiosity about those little towns that get on the map-if they get on at all-only because some cartographer has a blank space to fill Remote, Oregon Simplicity, Virginia New Freedom, Pennsylvania New Hope, Tennessee Why, Arizona Whynot, Mississippi.His adventures, his discoveries, and his recollections of the extraordinary people he encountered along the way amount to a revelation of the true American experience."
Dark Star Safari: Overland from Cairo to Cape Town,travel,2,"In Dark Star Safari the wittily observant and endearingly irascible Paul Theroux takes readers the length of Africa by rattletrap bus, dugout canoe, cattle truck, armed convoy, ferry, and train. In the course of his epic and enlightening journey, he endures danger, delay, and dismaying circumstances.Gauging the state of affairs, he talks to Africans, aid workers, missionaries, and tourists. What results is an insightful mediation on the history, politics, and beauty of Africa and its people.In a new postscript, Theroux recounts the dramatic events of a return to Africa to visit Zimbabwe."
A Time of Gifts,travel,5,"In 1933, at the age of 18, Patrick Leigh Fermor set out on an extraordinary journey by foot - from the Hook of Holland to Constantinople. A Time of Gifts is the first volume in a trilogy recounting the trip, and takes the reader with him as far as Hungary. It is a book of compelling glimpses - not only of the events which were curdling Europe at that time, but also of its resplendent domes and monasteries, its great rivers, the sun on the Bavarian snow, the storks and frogs, the hospitable burgomasters who welcomed him, and that world's grandeurs and courtesies. His powers of recollection have astonishing sweep and verve, and the scope is majestic. First published to enormous acclaim, it confirmed Fermor's reputation as the greatest living travel writer, and has, together with its sequel Between the Woods and the Water (the third volume is famously yet to be published), been a perennial seller for 25 years."
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,travel,3,"At the age of twenty-six, Maarten Troost who had been pushing the snooze button on the alarm clock of life by racking up useless graduate degrees and muddling through a series of temp jobs decided to pack up his flip-flops and move to Tarawa, a remote South Pacific island in the Republic of Kiribati. He was restless and lacked direction, and the idea of dropping everything and moving to the ends of the Earth was irresistibly romantic. He should have known better. The Sex Lives of Cannibals tells the hilarious story of what happens when Troost discovers that Tarawa is not the island paradise he dreamed of.Falling into one amusing misadventure after another, Troost struggles through relentless, stifling heat, a variety of deadly bacteria, polluted seas, toxic fish, and worst of all, no television or coffee. And that's just the first day. Sunburned, emaciated, and stinging with sea lice, Troost spends the next two years battling incompetent government officials, alarmingly large critters, erratic electricity, and a paucity of food options. He contends with a cast of bizarre local characters, including Half-Dead Fred and the self-proclaimed Poet Laureate of Tarawa (a British drunkard who's never written a poem in his life), and eventually settles into the ebb and flow of island life, just before his return to the culture shock of civilization.With the rollicking wit of Bill Bryson, the brilliant travel exposition of Paul Theroux, and a hipster edge that is entirely Troost's own, The Sex Lives of Cannibals is the ultimate vicarious adventure. Readers may never long to set foot on Tarawa, but they'll want to travel with Troost time and time again."
Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,travel,4,"What happens when an adventure travel expert-who's never actually done anything adventurous-tries to re-create the original expedition to Machu PicchuJuly 24, 1911, was a day for the history books. For on that rainy morning, the young Yale professor Hiram Bingham III climbed into the Andes Mountains of Peru and encountered an ancient city in the clouds the now famous citadel of Machu Picchu. Nearly a century later, news reports have recast the hero explorer as a villain who smuggled out priceless artifacts and stole credit for finding one of the world's greatest archaeological sites.Mark Adams has spent his career editing adventure and travel magazines, so his plan to investigate the allegations against Bingham by retracing the explorer's perilous path to Machu Picchu isn't completely far- fetched, even if it does require him to sleep in a tent for the first time. With a crusty, antisocial Australian survivalist and several Quechua-speaking, coca-chewing mule tenders as his guides, Adams takes readers through some of the most gorgeous and historic landscapes in Peru, from the ancient Inca capital of Cusco to the enigmatic ruins of Vitcos and Vilcabamba.Along the way he finds a still-undiscovered country populated with brilliant and eccentric characters, as well as an answer to the question that has nagged scientists since Hiram Bingham's time Just what was Machu Picchu"
Without Reservations: The Travels of an Independent Woman,travel,3,"In many ways, I was an independent woman, writes Pulitzer Prizewinning journalist Alice Steinbach. For years Id made my own choices, paid my own bills, shoveled my own snow. But somehow she had become dependent in quite another way. I had fallen into the habit of defining myself in terms of who I was to other people and what they expected of me. But who was she away from the people and things that defined her In this exquisite book, Steinbach searches for the answer to this question in some of the most beautiful and exciting places in the world Paris, where she finds a soul mate Oxford, where she takes a course on the English village and Milan, where she befriends a young woman about to be married.Beautifully illustrated with postcards from Steinbachs journeys, this revealing and witty book transports you into a fascinating inner and outer journey, an unforgettable voyage of discovery."
Tales of a Female Nomad: Living at Large in the World,travel,2,"I move throughout the world without a plan, guided by instinct, connecting through trust, and constantly watching for serendipitous opportunities. From the PrefaceTales of a Female Nomad is the story of Rita Golden Gelman, an ordinary woman who is living an extraordinary existence. At the age of forty-eight, on the verge of a divorce, Rita left an elegant life in L.A. to follow her dream of connecting with people in cultures all over the world. In 1986 she sold her possessions and became a nomad, living in a Zapotec village in Mexico, sleeping with sea lions on the Galapagos Islands, and residing everywhere from thatched huts to regal palaces. She has observed orangutans in the rain forest of Borneo, visited trance healers and dens of black magic, and cooked with women on fires all over the world. Ritas example encourages us all to dust off our dreams and rediscover the joy, the exuberance, and the hidden spirit that so many of us bury when we become adults."
Round Ireland with a Fridge,travel,2,"Have you ever made a drunken bet Worse still, have you ever tried to win one In attempting to hitchhike round Ireland with a fridge, Tony Hawks did both, and his foolhardiness led him to one of the best experiences of his life. Joined by his trusty traveling companion-cum-domestic appliance, he made his way from Dublin to Donegal, from Sligo through Mayo, Galway, Clare, Kerry, Cork, Wexford, Wicklow--and back again to Dublin. In their month of madness, Tony and his fridge met a real prince, a bogus king, and the fridge got christened. They surfed together, entered a bachelor festival, and one of them had sex without the other knowing. And unexpectedly, the fridge itself became a momentary focus for the people of Ireland.An international bestseller, Round Ireland with a Fridge is a classic travel adventure in the tradition of Bill Bryson with a dash of Dave Barry."
The Lost City of Z: A Tale of Deadly Obsession in the Amazon,travel,5,"A grand mystery reaching back centuries. A sensational disappearance that made headlines around the world. A quest for truth that leads to death, madness or disappearance for those who seek to solve it. The Lost City of Z is a blockbuster adventure narrative about what lies beneath the impenetrable jungle canopy of the Amazon.After stumbling upon a hidden trove of diaries, New Yorker writer David Grann set out to solve the greatest exploration mystery of the 20th century What happened to the British explorer Percy Fawcett  his quest for the Lost City of ZIn 1925, Fawcett ventured into the Amazon to find an ancient civilization, hoping to make one of the most important discoveries in history. For centuries Europeans believed the world's largest jungle concealed the glittering kingdom of El Dorado. Thousands had died looking for it, leaving many scientists convinced that the Amazon was truly inimical to humans. But Fawcett, whose daring expeditions inspired Conan Doyle's The Lost World, had spent years building his scientific case. Captivating the imagination of millions round the globe, Fawcett embarked with his 21-year-old son, determined to prove that this ancient civilisation--which he dubbed Z--existed. Then his expedition vanished. Fawcett's fate,  the tantalizing clues he left behind about Z, became an obsession for hundreds who followed him into the uncharted wilderness.For decades scientists  adventurers have searched for evidence of Fawcett's party  the lost City of Z. Countless have perished, been captured by tribes or gone mad. As Grann delved ever deeper into the mystery surrounding Fawcett's quest,  the greater mystery of what lies within the Amazon, he found himself, like the generations who preceded him, being irresistibly drawn into the jungle's green hell. His quest for the truth  discoveries about Fawcett's fate  Z form the heart of this complexly enthralling narrative."
Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,travel,1,"Inspiring equal parts wonder and wanderlust, Atlas Obscura celebrates over 600 of the strangest and most curious places in the world.Here are natural wondersthe dazzling glowworm caves in New Zealand, or a baobob tree in South Africa thats so large it has a pub inside where 15 people can drink comfortably. Architectural marvels, including the M.C. Escher-like stepwells in India. Mind-boggling events, like the Baby Jumping Festival in Spain, where men dressed as devils literally vault over rows of squirming infants. Not to mention the Great Stalacpipe Organ in Virginia, Turkmenistans 45-year hole of fire called the Door of Hell, coffins hanging off a side of a cliff in the Philippines, eccentric bone museums in Italy, or a weather-forecasting invention that was powered by leeches, still on display in Devon, England.revels in the weird, the unexpected, the overlooked, the hidden, and the mysterious. Every page expands our sense of how strange and marvelous the world really is. And with its compelling descriptions, hundreds of photographs, surprising charts, maps for every region of the world, it is a book you can open anywhere.More book description"
The Old Patagonian Express: By Train Through the Americas,travel,3,"A witty sharply observed journey down the length of North and South America.Beginning his journey in Boston, where he boarded the subway commuter train, and catching trains of all kinds on the way, Paul Theroux tells of his voyage from ice-bound Massachusetts and Illinois to the arid plateau of Argentina's most southerly tip. Sweating and shivering by turns as the temperature and altitude shoot up and down, thrown in with the appalling Mr Thornberry in Limn and reading nightly to the blind writer, Borges, in Buenos Aires, Theroux vividly evokes the contrasts of a journey 'to the end of the line'."
Seven Years in Tibet,travel,2,"Recounts how the author, an Austrian, escaped from an English internment camp in India in 1943 and spent the next seven years in Tibet, observing its social practices, religion, politics, and people."
The Snow Leopard,travel,5,"Enjoy this special edition hardback of one of the greatest pieces of travel and nature writing ever written. Go with Peter Matthiessen all the way to Dolpo, a Tibetan plateau in the high Himalayas.This is the account of a journey to the dazzling Tibetan plateau of Dolpo in the high Himalayas. In 1973 Matthiessen made the 250-mile trek to Dolpo, as part of an expedition to study wild blue sheep. It was an arduous, sometimes dangerous, physical endeavour exertion, blisters, blizzards, endless negotiations with sherpas, quaking cold. But it was also a 'journey of the heart' - among the beauty and indifference of the mountains Matthiessen was searching for solace. He was also searching for a glimpse of a snow leopard, a creature so rarely spotted as to be almost mythical.WITH AN INTRODUCTION BY RICHARD MABEY'A beautiful book, and worthy of the mountains he is among' Paul Theroux'A delight' i Paper"
The Travel Book: A Journey Through Every Country in the World,travel,4,"This book is the definitive pictorial dedicated to travel and the world, capturing every country on the planet with photographs and atmospheric text. Inspirational, inviting, and beautiful, it combines stunning images with entertaining and informative text that captures the essence of being there."
The Places in Between,travel,1,"In January 2002 Rory Stewart walked across Afghanistan-surviving by his wits, his knowledge of Persian dialects and Muslim customs, and the kindness of strangers. By day he passed through mountains covered in nine feet of snow, hamlets burned and emptied by the Taliban, and communities thriving amid the remains of medieval civilizations. By night he slept on villagers' floors, shared their meals, and listened to their stories of the recent and ancient past. Along the way Stewart met heroes and rogues, tribal elders and teenage soldiers, Taliban commanders and foreign-aid workers. He was also adopted by an unexpected companion-a retired fighting mastiff he named Babur in honor of Afghanistan's first Mughal emperor, in whose footsteps the pair was following. Through these encounters--by turns touching, confounding, surprising, and funny--Stewart makes tangible the forces of tradition, ideology, and allegiance that shape life in the map's countless places in between."
A Cook's Tour: Global Adventures in Extreme Cuisines,travel,1,"From the star of No Reservations, Anthony Bourdain's New York Times-bestselling chronicle of travelling the world in search the globe's greatest cuilnary adventuresThe only thing gonzo gastronome and internationally bestselling author Anthony Bourdain loves as much as cooking is traveling. Inspired by the question, What would be the perfect meal, Tony sets out on a quest for his culinary holy grail, and in the process turns the notion of perfection inside out. From California to Cambodia, A Cooks' Tour chronicles the unpredictable adventures of America's boldest and bravest chef.Fans of Bourdain will find much to love in revisting this classic culinary and travel memoir."
Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,travel,2,"With The Sex Lives of Cannibals, Maarten Troost established himself as one of the most engaging and original travel writers around. Getting Stoned with Savages again reveals his wry wit and infectious joy of discovery in a side-splittingly funny account of life in the farthest reaches of the world. After two grueling years on the island of Tarawa, battling feral dogs, machete-wielding neighbors, and a lack of beer on a daily basis, Maarten Troost was in no hurry to return to the South Pacific. But as time went on, he realized he felt remarkably out of place among the trappings of twenty-first-century America. When he found himself holding down a jobone that might possibly lead to a careerhe knew it was time for him and his wife, Sylvia, to repack their bags and set off for parts unknown.Getting Stoned with Savages tells the hilarious story of Troosts time on Vanuatua rugged cluster of islands where the natives gorge themselves on kava and are still known to eat the man. Falling into one amusing misadventure after another, Troost struggles against typhoons, earthquakes, and giant centipedes and soon finds himself swept up in the laid-back, clothing-optional lifestyle of the islanders. When Sylvia gets pregnant, they decamp for slightly-more-civilized Fiji, a fallen paradise where the local chiefs can be found watching rugby in the house next door. And as they contend with new parenthood in a country rife with prostitutes and government coups, their son begins to take quite naturally to island livingin complete contrast to his dad."
The Motorcycle Diaries: Notes on a Latin American Journey,travel,4,"The young Che Guevaras lively and highly entertaining travel diary, now a popular movie and a New York Times bestseller.This new, expanded edition features exclusive, unpublished photos taken by the 23-year-old Ernesto on his journey across a continent, and a tender preface by Aleida Guevara, offering an insightful perspective on the man and the icon.Features of this edition includeA preface by Che Guevaras daughter AleidaIntroduction by Cintio Vintier, well-known Latin American poetPhotos  maps from the original journeyPostcript Ches personal reflections on his formative years A child of my environment.  Published in association with the Che Guevara Studies Center, Havana "
"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid",travel,5,"The bestselling author of The Sex Lives of Cannibals returns with a sharply observed, hilarious account of his adventures in Chinaa complex, fascinating country with enough dangers and delicacies to keep him, and readers, endlessly entertained.Maarten Troost has charmed legions of readers with his laugh-out-loud tales of wandering the remote islands of the South Pacific. When the travel bug hit again, he decided to go big-time, taking on the worlds most populous and intriguing nation. In Troost escorts readers on a rollicking journey through the new beating heart of the modern world, from the megalopolises of Beijing and Shanghai to the Gobi Desert and the hinterlands of Tibet.finds Troost dodging deadly drivers in Shanghai eating Yak in Tibet deciphering restaurant menus (offering local favorites such as Cattle Penis with Garlic) visiting with Chairman Mao (still dead, very orange) and hiking (with 80,000 other people) up Tai Shan, Chinas most revered mountain. But in addition to his trademark gonzo adventures, the book also delivers a telling look at a vast and complex country on the brink of transformation that will soon shape the way we all work, live, and think. As Troost shows, while we may be familiar with Yao Ming or dim sum or the cheap, plastic products that line the shelves of every store, the real China remains a worldindeed, a planet--unto itself.Maarten Troostbrings China to life as youve never seen it before, and his insightful, rip-roaringly funny narrative proves that once again he is one of the most entertaining and insightful armchair travel companions around.More book description"
